uniprot_acc	M-D MOCK PBMCB	M-D MCM PBMCB	M-K MOCK PBMCB	M-K MCM PBMCB	P-A MOCK PBMCB	P-A MCM PBMCB	P-W MOCK PBMCB	P-W MCM PBMCB	all MOCK PBMCB	all MCM PBMCB	M-D MOCK TIBC	M-D MCM TIBC	M-K MOCK TIBC	M-K MCM TIBC	P-A MOCK TIBC	P-A MCM TIBC	P-W MOCK TIBC	P-W MCM TIBC	all MOCK TIBC	all MCM TIBC
A3KMH1	-3.4625868612992416	-3.4493162581564967	-3.256098067266565	-3.1852500254157228	-3.4538601939453497	-3.3746135073942507	-3.3065397327795454	-3.17503834095581	-3.3259048888498355	-3.2661065808754604	-3.553902845160715	-3.44682156551799	-3.311826276056056	-3.158809992462883	-3.319650531271208	-3.1585380850725246	-3.447509836332898	-3.2642665390482035	-3.34006827220412	-3.2676821500314785
A3KN83	-3.447577174661416	-3.5291429054232193	-3.2723242696144363	-3.398235249737644	-3.0355812812240055	-3.339383392128652	-3.2836537892510145	-3.477460582092548	-3.1799994736372237	-3.324598644680263	-3.070632145340827	-3.285450207015994	-3.030946252316959	-3.4696079126031076	-3.5209740527009448	-3.668578894077348	-3.1455281945087217	-3.462167623534263	-3.207108238910421	-3.5061219023477417
A4D1E9	-3.351627352763308	-3.4124726241013716	-3.2908462878023097	-3.233422196487875	-3.215556568210468	-3.3382952200307257	-3.361319687962523	-3.416126232345601	-3.2429069574922997	-3.373678422281849	-3.359866457178929	-3.496201082656397	-3.0974651461920883	-3.2685675391423863	-3.4845249042810273	-3.510972397044764	-3.2522180819369373	-3.314158236659914	-3.15769952218721	-3.339865227788474
A4D1P6	-3.517285099358577	-3.275152085860784	-3.5048476078752353	-3.4143727670288775	-3.240832301142555	-3.079341818060345	-3.2980027126751565	-3.2303566259167513	-3.450443505073878	-3.269677484262417	-3.299048101412034	-3.200438833571051	-3.546582258398141	-3.380690799773093	-3.2555949359176113	-3.17238748693074	-3.3768881664049717	-3.3028029288801655	-3.4480596311118874	-3.276833889054274
A4D1U4	-3.3465513650872873	-3.3867118064976927	-3.521986674138401	-3.232541725028511	-3.443124660477283	-3.15938608615555	-3.293770636577412	-3.297857539262189	-3.361695674174446	-3.2130704901338025	-3.4558259886639053	-3.2712561736112256	-3.553698686700832	-3.3426662242942493	-3.187344320754826	-3.1399499265211896	-3.434103754095311	-3.0728275149708995	-3.507648831248906	-3.3357169437722516
A5PLN9	-3.2945687320985213	-3.2515465576980858	-3.4181135815936603	-3.319854745395176	-3.372983691716841	-3.283265027303104	-3.339952760353433	-3.3048541834023855	-3.295204789448678	-3.346161325311043	-3.332241592360921	-3.336817206996739	-3.230192142812986	-3.218724454571953	-3.324493518749244	-3.474472288745141	-3.426147499841248	-3.219328108079401	-3.3622490772907714	-3.317256336597097
A5YKK6	-3.270571558671141	-3.316037635934584	-3.309480478719771	-3.312797146886262	-3.310483895924898	-3.291372335447873	-3.368442418456283	-3.372470773038723	-3.343452194866144	-3.3273506664092984	-3.24409324769408	-3.2950661840899995	-3.324553867486761	-3.3522985695865724	-3.4203239245109405	-3.473781142843179	-3.235616914037698	-3.247479460506008	-3.3152032690293214	-3.32919523160586
A6NC98	-3.034809293740696	-3.021389948569282	-3.5116021533026887	-3.491918116641439	-3.41505070039295	-3.409981568685954	-3.35370560707067	-3.2876127266164046	-3.418097166753074	-3.3711445359283587	-3.483095946638981	-3.3863105109342513	-3.311394161850155	-3.1819456053541573	-3.207627478923908	-3.150728560907838	-3.5174720771650003	-3.4626153863402007	-3.3092635377406667	-3.26183575672446
A6NDG6	-3.329239841196049	-3.43665200903012	-3.163121955154276	-3.354407362134497	-3.2655296984850906	-3.5002196000664085	-3.2581911053682293	-3.26228265985224	-3.2324776201253393	-3.454134027238252	-3.262660889471129	-3.4440278140962564	-2.960294348463928	-3.281177166335355	-3.5287287211388834	-3.752594949884662	-3.195699390453811	-3.4156605033665626	-3.156045773934132	-3.370451342416463
A6NDU8	-3.446412252570153	-3.5169760592456294	-3.274327383248197	-3.2659249455685972	-3.20623377527674	-3.2776943504639	-3.370335307393174	-3.2661865290711294	-3.2507647859489213	-3.3742155002800893	-3.4198941894665653	-3.3154345432686574	-3.3137283351793396	-3.175067282766923	-3.4523975994821723	-3.3910155832609417	-3.323684032983414	-3.225407225231031	-3.330748554465416	-3.293886894136036
A6NFI3	-3.428754561083668	-3.297581602649736	-3.3753371851410012	-3.3058418073937426	-3.367528166427007	-3.159888847345215	-3.2458508132657324	-3.4405717792046704	-3.335335185268117	-3.285209273595561	-3.4171182348756424	-3.364946388290703	-3.3038497414826833	-3.2587565233805393	-3.5153071409202417	-3.052004181711521	-3.3538051303149725	-3.251288795639706	-3.3699990719348945	-3.3808181011731406
A6NFQ2	-3.44553132856442	-3.536375681878546	-3.2552817799173352	-3.4113304644198363	-2.9650566549136834	-3.044768117172057	-3.562477703561262	-3.4941028798449105	-3.342812998256995	-3.2918987481250888	-3.066402535603992	-3.0635279631820587	-3.4472187433172428	-3.2554896438096255	-3.5913009611280176	-3.587306545919164	-3.3597218375846967	-3.291116559889946	-3.3692999386723725	-3.2918860888386594
A6NFY4	-3.8600549517120273	-3.495579563556988	-3.2276322006548694	-3.0429306638889284	-3.338187504934844	-3.0108252589149287	-3.397558789476333	-3.2150171967542365	-3.351037120219198	-3.460333526091421	-3.4433017384210496	-3.39407769049259	-3.53129056331849	-2.910671304822741	-3.273155490690903	-3.4275479668712454	-3.42102118788094	-3.509148401626747	-3.2273825679129793	-3.1959197411728657
A6NHL2	-3.3570485611492376	-3.53592897438078	-3.189919691183339	-3.049773661108103	-3.276761203606442	-3.3488185032438356	-3.606696189221576	-3.2803122477538373	-3.303677388187088	-3.3477332477876747	-3.3399248733121736	-3.1957656916135813	-2.959789645756237	-3.105008179866989	-4.396310891550616	-4.378564387784121	-3.0337418700027508	-3.214017085374778	-3.1682535463879686	-3.175748410681583
A6NHR9	-3.251917880667785	-3.2754567688111416	-3.391870857122164	-3.3902840452226553	-3.1708476267359877	-3.016695161255856	-3.538946188354281	-3.5268323041833893	-3.424747108081156	-3.3133388736549225	-3.33538993850477	-3.2941403535680127	-3.4606120554990047	-3.258430727652738	-3.4427427251025335	-3.522198671520901	-3.2720869149054304	-3.1164257211342066	-3.334549270893471	-3.2284862163478816
A6NI79	-3.117715770757796	-3.022014532551497	-3.2085946073001574	-3.2374917934347187	-3.540059737335993	-3.642768622222191	-3.439929426304906	-3.369458208329374	-3.3730312043273756	-3.380311129594567	-3.1732729783531575	-3.2862568784443686	-3.359300202034748	-3.3584394536501345	-3.3962544244355546	-3.2937695249502097	-3.280654190948009	-3.544355974457826	-3.347878683218654	-3.211992122671671
A6NJ78	-3.4392520492748626	-3.347654496941869	-3.3451723150606467	-3.263982368001349	-3.29362028016952	-3.271314770191407	-3.3205854477423533	-3.292553995741087	-3.31338425803617	-3.339611314501924	-3.2981360878145196	-3.223934107458383	-3.3357404704798044	-3.146200664777318	-3.6671273620588742	-3.510837674668074	-3.2934735786549925	-3.2471220079018077	-3.3498961895915804	-3.218027235983813
A7E2V4	-3.176789404079326	-3.1728124615609	-3.444620265412685	-3.524946611208625	-3.313479738483672	-3.4267656349102	-3.2465296170690587	-3.3277539965402214	-3.3723540416951447	-3.2556467432180733	-3.238553896727056	-3.29285815638951	-3.258436602872279	-3.436310812850933	-3.2301344313623677	-3.2325942801042555	-3.508241514102739	-3.5032433613819034	-3.2722897625465057	-3.2848160863996294
A8CG34	-3.3668088604457584	-3.302318472144551	-3.4325273791831066	-3.4171157162516312	-3.4052290578708524	-3.363936921238608	-3.2270731864542967	-3.115382800572071	-3.289628626597791	-3.329342824006196	-3.494738913561034	-3.196280363399438	-3.3572625466354635	-3.094290772906092	-3.4209903467448752	-3.3216424603530155	-3.4517293740430817	-3.25506171890719	-3.49983709320611	-3.1897445049901987
A8MSI8	-4.139642253198278	-3.523734455710651	-3.605567317384016	-3.032311675238188	-4.121237317931665	-2.885233224730652	-3.38435247338259	-2.681574167122006	-3.678220727009046	-2.9504153716547363	-3.767600713362271	-3.2465471234741328	-3.720117028298529	-3.165607254127202	-3.078888974094798	-2.972598446769143	-3.711902173107348	-3.1980973370322814	-3.578016171663853	-3.0694003779678622
A8MW92	-3.275347279045815	-3.284592735208224	-3.236531966961026	-3.4416874009771483	-3.3566776704599497	-3.2849880231193387	-3.2941142538261503	-3.3838808686985344	-3.3985290344100108	-3.276778422417487	-3.2367288187057155	-3.4359445914896027	-3.541358228616467	-3.473889963193731	-3.114963194629196	-3.401892601532289	-3.1850665986620084	-3.3795720882141684	-3.3362107633164317	-3.1773677412729384
A8MXV4	-3.5940548114280104	-3.5620979829539294	-3.420154081486523	-3.5136946676039225	-3.3122559494733115	-3.163930855198342	-3.0811246269333	-2.9575301820604625	-3.433684629379284	-3.323915862693281	-3.590995699052982	-3.534184638271837	-3.4543177641390996	-3.1800187866833274	-3.2443417423810788	-3.0409734374209942	-3.3467403489240866	-3.1740863346339725	-3.41484461268154	-3.3327303121898906
A9UHW6	-3.4012518324493883	-3.3448928702430933	-3.364806693470352	-3.2864964721333902	-3.2490466910394	-3.3705498639557008	-3.327677773884682	-3.302237430401525	-3.315112604015206	-3.2646007094952534	-3.381260825884929	-3.360298479335176	-3.2629230239068923	-3.5559417951288075	-3.3129507760862236	-3.4477209516913097	-3.199008278653258	-3.4358649739417517	-3.178334806255498	-3.1403421614440568
ALBU_BOVIN	-3.9955028311775376	-3.970807425614145	-2.8059990171136837	-2.3998075540063346	-3.770786765477369	-3.2464279189266048	-3.9127733183905735	-3.682148399382191	-3.36308181395518	-3.0478338316476012	-3.833050174280864	-3.539483641212351	-3.832799294718737	-2.7991992080803243	-3.3214013503901088	-2.8372505505549404	-4.228319549367439	-3.27712830176444	-3.2967987200405875	-2.92405250054825
B0I1T2	-3.2906863076620043	-3.1860152535675663	-3.370530698083843	-3.2257312175096047	-3.4477212288779104	-3.342288023925569	-3.384185354097331	-3.244342081051959	-3.449454762200036	-3.30387066020513	-3.476624194571631	-3.366615267100016	-3.508343210917573	-3.1619663887279295	-3.2021728075898697	-2.9831921573892943	-3.644597413564264	-3.535542020916308	-3.3132597301758597	-3.1623689812250975
B7ZAP0	-3.307129558900483	-3.222992060702837	-3.5151105484005747	-3.4382107513113733	-3.4334850080033648	-3.4310942753145715	-3.1277008371808437	-3.1001760431640673	-3.362097033166387	-3.3423316511459347	-3.3445293232689064	-3.1463041912535976	-3.409925951911082	-3.5294018863815975	-3.5000542051785706	-3.401001263708233	-3.0622047264973338	-3.2551953352522536	-3.3135048723285743	-3.3244571107591945
C9JLW8	-3.449811773410883	-3.111500645458704	-3.61886652179238	-3.737601727290376	-3.090876533674197	-3.044557079999918	-3.3188815021576143	-3.3303966531180924	-3.3312527105801135	-3.3383880597479525	-3.442299882846858	-3.3931802145501573	-3.232756168782928	-3.0074931220363563	-3.2994571105366246	-3.659216004690996	-3.319506608532765	-3.1494299753967754	-3.363300084143072	-3.452751776495157
E9PRG8	-3.2843221144136603	-3.491334342326025	-3.3045704662158117	-3.45557482909487	-3.170403490730199	-3.3805377747851906	-3.3476687750176675	-3.363167029669641	-3.130973208692171	-3.330368128013233	-3.3293509696401733	-3.5095725967060543	-3.025571066194507	-3.418957275428097	-3.4672318550278267	-3.5195557507675463	-3.044919880422488	-3.2801854100912795	-3.2405779507298997	-3.4918643187723264
GSTP1_HUMAN	-3.709832517197732	-3.486856110691554	-2.9081378021842528	-3.0161166250388285	-3.444500249923138	-3.7394845509772305	-3.4111612957070307	-3.55711430908988	-3.1260853824487347	-3.091402329114088	-3.605740718492969	-3.637275517185106	-2.8197384304811957	-2.810449885255094	-3.3928090928632813	-3.5283117805186546	-3.516271170663358	-3.4956402922115606	-3.382572810169465	-3.3292681251516387
O00115	-3.3400869720737236	-3.085230472206812	-3.5282819950350253	-3.6207494458127982	-3.421727461889214	-3.066925681411529	-3.3433187736442265	-3.312808084299665	-3.379850098430842	-3.2165142150287167	-3.391223555725948	-3.2961202777765357	-3.5861620991572587	-3.2283029000671593	-3.241698170448611	-2.9724659639649227	-3.3462692385516735	-3.2320183178858546	-3.6091102758482583	-3.4253664136867625
O00116	-3.32705590720182	-3.407135735948182	-3.2771614477669395	-3.212857020687832	-3.4188473002794386	-3.4211042817859183	-3.2568304015047556	-3.194503208562596	-3.372686267353614	-3.3535365228850464	-3.236066512442561	-3.2524598774660025	-3.3612218584841105	-3.3580184075583848	-3.4393647944326404	-3.3361005317474106	-3.303973052824393	-3.465399578142356	-3.2536642885197646	-3.2343849487066905
O00139	-3.4418819164059022	-3.537215059131765	-3.2920416855674284	-3.2968989625947795	-3.269663698015135	-3.2408291075342497	-3.33986159964096	-3.331099690137092	-3.2430563119752023	-3.2546192222797203	-3.2326212938537777	-3.3155756131653877	-3.2105316132069257	-3.233481409200532	-3.5499557593179776	-3.5720184618275117	-3.236865100475841	-3.2085847676027885	-3.3398961749240845	-3.3755775640947703
O00148	-3.3814142330375487	-3.426120302328752	-3.184695957437892	-3.2091409878211516	-3.264001074113931	-3.2546104998883236	-3.448222149440562	-3.442087186587331	-3.273879321744543	-3.365736540415713	-3.271738429843845	-3.1946590075803183	-3.094543269170144	-3.1914272042515472	-3.8870046011656942	-4.1424407757058574	-3.155658950139972	-3.1906210870673672	-3.205708840297258	-3.233106867531847
O00151	-3.3787931818357295	-3.287017520268617	-3.1282383210019127	-3.5054863843036665	-3.3329560789992843	-3.6158434721839385	-3.063913584209306	-3.3071606941876244	-3.2262844695596593	-3.462420547895644	-3.243161549250675	-3.279862175148336	-3.2772805577642035	-3.5297450228078366	-3.295858072139254	-3.357517863837525	-3.2462189122512206	-3.4883882551104923	-3.161342605048405	-3.3800597098204337
O00154	-3.4165449145339633	-3.526552040508159	-3.299509336036213	-3.446610081503841	-3.291553313993054	-3.454172694949487	-3.085319595396339	-3.168824143068969	-3.219551451274835	-3.372670302183651	-3.3716446108769658	-3.582611331545968	-3.110513018472278	-3.39712285090225	-3.1365562846525092	-3.28987454145881	-3.2184035407286316	-3.4400830510190876	-3.253649258117649	-3.4927406205261615
O00159	-3.3639958556363063	-3.191324106589028	-3.4404417968034906	-3.202123163008417	-3.51111336387439	-3.279732214629557	-3.4006860869286055	-3.2144486409672037	-3.4074998259256963	-3.247623325498737	-3.5608569124716114	-3.2404691139487585	-3.5616919118615034	-3.2214056262258683	-3.2704275201510793	-2.977397680676326	-3.529080268241928	-3.29987819363075	-3.4918692026771434	-3.185885014543537
O00161	-3.354764375406293	-3.2050364973648264	-3.321664818068719	-3.273448339713623	-3.50044132631896	-3.5573413322557816	-3.2274824789898795	-3.144906827055147	-3.4003801722667744	-3.2857132113084737	-3.2595540191967456	-3.151864114707341	-3.3825646743538313	-3.3926845523260014	-3.3574347680171424	-3.23770452631021	-3.433005817351204	-3.4108412286572953	-3.3526717893992526	-3.2668979362430033
O00165	-3.3575548738274996	-3.324343006418602	-3.1542913143907625	-3.528879051444663	-3.3987108977183818	-3.251927376463515	-3.215774211733593	-3.439666125400337	-3.238954058059938	-3.349002197102192	-3.4598086224334947	-3.4320129317826757	-3.552957927806473	-3.1699490692139545	-3.3944259293173613	-3.2790695741601374	-3.3665017784798668	-2.98471831046099	-3.419757596538235	-3.24738702994443
O00170	-3.2922854922818563	-3.0664063625632796	-3.3042967281856064	-3.369448804392732	-3.458556141228855	-3.503770579756715	-3.2930423931433426	-3.412662910555558	-3.2978838049302737	-3.267723711549073	-3.306772383516567	-3.0956431740195165	-3.135674029380214	-3.1091065697208964	-3.617574878119989	-3.493559543503795	-3.5220560077357304	-3.434111536996731	-3.311869943725203	-3.296670694390251
O00178	-3.2671871973787465	-3.228321461813315	-3.332985889081722	-3.2243322956810756	-3.38491616217026	-3.293859459963695	-3.4840749308391232	-3.3252183493058154	-3.411715152370722	-3.2878019420125058	-3.374130288100539	-3.293379242764832	-3.368461453650307	-3.1834974642495713	-3.44164273989024	-3.47741997701706	-3.377843431382753	-3.2433478011569195	-3.3211772826663575	-3.1714914466505726
O00182	-3.4494137219965952	-3.3702046917788127	-3.35861035406818	-3.2047943290775427	-3.353089981463869	-3.320550470801822	-3.2538502407291676	-3.161558956922625	-3.4339422985784394	-3.340460125555069	-3.536885645064798	-3.4351305158130767	-3.5682184046050054	-3.685926696776355	-2.917464316122538	-2.8554054641680366	-3.3589570101288597	-3.613385038469715	-3.2929665969493565	-3.215660634692282
O00186	-3.410657122900151	-3.313106408105777	-3.37738322341237	-3.2849304306999754	-3.344310557752113	-3.24519654274392	-3.3381626067001218	-3.262134657235893	-3.3602682834986757	-3.29178178894727	-3.388263845967753	-3.301495336502654	-3.4537222130447125	-3.243235424266138	-3.3594821144809943	-3.23690902693833	-3.33773054187641	-3.217459401627784	-3.3907314976594254	-3.3086031250226347
O00189	-3.4229960083023334	-3.334053017361049	-3.400275876431006	-3.2250739576674814	-3.2883988873868772	-3.304759572712846	-3.4131323274455623	-3.266517711139523	-3.1815043187446586	-3.4053149815571446	-3.316243661156564	-3.3575137905663315	-3.332471978239957	-3.3592939756974936	-3.3600676056937964	-3.3262974723465883	-3.3426376574098313	-3.3102090232390657	-3.242724923203145	-3.2764271039574666
O00193	-3.14426351459181	-3.3496132440767887	-3.2973340167468033	-3.404010361447656	-3.3790922141844666	-3.261867095118113	-3.5110257636419915	-3.359465773327998	-3.275663817680565	-3.2676364724439555	-3.530053799266316	-3.407434324401657	-2.9983234143021895	-2.9967446032674436	-3.559693249556201	-3.594181632892409	-3.3468875776560907	-3.1548343120759235	-3.3620965782800374	-3.4214523615140333
O00203	-3.275840463489027	-3.3056675871792702	-3.336742904464213	-3.314629358041944	-3.415081338006961	-3.340228008106163	-3.3447167807514724	-3.2555978922303184	-3.360009499494769	-3.277668336399291	-3.300861216576598	-3.268389284057001	-3.4655182989157605	-3.4195508651170865	-3.254246511969199	-3.25422274432957	-3.336962020621578	-3.348668983710875	-3.3283116189788093	-3.2588195317501993
O00214	-3.1560395774680914	-3.3764335101585523	-3.2594296309193407	-3.2882819857503662	-3.160677240267067	-3.4802896257121376	-3.387125412239467	-3.491438807416805	-3.2670233935845583	-3.3969881362900223	-3.179624656505884	-3.278752883211612	-3.3466729765798267	-3.465271111967386	-3.5278676135376132	-3.675400351848726	-2.9105363367301305	-3.3864562389759025	-3.1930798975322507	-3.3986292062767816
O00217	-3.395349263407077	-3.078754284784594	-3.396682430397641	-3.5824970907193507	-3.4433700140295467	-3.2504213082735935	-3.2160702507694285	-3.3418837318456083	-3.3744025670942546	-3.2042300984857595	-3.493125698444165	-3.2807279023949927	-3.386287162744605	-3.134298205941401	-3.3095882844294087	-3.0944866703942635	-3.540872172197322	-3.267616181153615	-3.4041240754072244	-3.3716227375787127
O00221	-3.371764770945819	-3.3276072116010655	-3.344200282765491	-3.0433384686216227	-3.4682606513522214	-3.447443166140768	-3.4066334539355623	-3.225437462984187	-3.389737034832193	-3.2464088089473644	-3.376647960470829	-3.083200659922145	-3.359083590334496	-3.292837410991089	-3.4033229519527888	-3.3641065990129873	-3.5330161960728197	-3.3989527364817236	-3.305693397106091	-3.1548523941592608
O00231	-3.3451043319379625	-3.393223483615934	-3.2991198931498547	-3.2877265051652205	-3.3410230461638073	-3.268655988590052	-3.348522349195797	-3.2610183113016893	-3.347908334910848	-3.332426629551078	-3.3580998507497317	-3.3647646971183525	-3.260492199856828	-3.2354234745656627	-3.4708702423356463	-3.4590182526370863	-3.311926026951266	-3.2649794846124367	-3.2797752786761567	-3.2370670792235523
O00232	-3.3381848131703	-3.379630180904971	-3.284421281904866	-3.2605186126259658	-3.3851691001723863	-3.236210616017588	-3.343608370994352	-3.3328361462314207	-3.360327992246916	-3.306181003496683	-3.335711113457095	-3.347442159830408	-3.34950629231806	-3.202412617149794	-3.397928911538568	-3.422872025069273	-3.3388218415936777	-3.254491725332106	-3.3186877641082067	-3.2652953931385498
O00233	-3.2946249055479244	-3.1625996365088804	-3.2764471685084047	-3.716414884481236	-3.232535692034195	-3.472517560242247	-3.0852106748564267	-3.41876070727486	-3.236857367747803	-3.4229009419540315	-3.163191934578842	-3.2638756238879423	-3.355209745654183	-3.49700829635424	-3.2642786731815376	-3.233814372799597	-3.234870436179063	-3.3688561437441815	-3.3259771815907424	-3.558812124075483
O00244	-3.414449328782698	-3.4050063536126784	-3.1133583935924634	-3.236943391524563	-3.581950060538342	-3.5924071358136995	-3.1132259985312114	-3.1842332526086725	-3.3704202319379086	-3.3004508915343926	-3.11562203104517	-3.340299511338419	-3.1817487622397476	-3.6973746350434222	-3.6102275754766193	-3.571865058693901	-3.176732011886032	-3.2160506494564007	-3.139182251560756	-3.30879816544217
O00255	-3.40813595985452	-3.3912561545651836	-3.422128097058211	-3.3298938262952693	-3.178124081850968	-3.128684257902261	-3.392174439272489	-3.408190410977096	-3.2195683194173004	-3.37869541873055	-3.3784863844047974	-3.3877258176469747	-3.063564179099997	-3.040586536878307	-3.631164047171519	-3.5699413877830115	-3.32006450748552	-3.2336722304101313	-3.3485693501433733	-3.3564168622938797
O00257	-3.2679823942567907	-3.288640677176038	-3.245406517433059	-3.358775043443196	-3.213167739658036	-2.959081672192798	-3.686645757339432	-3.7136652032330626	-3.3067282381060568	-3.328264739068016	-3.196671630520468	-3.3091187311028745	-3.566709053040884	-3.0738151799466604	-3.570432227237005	-3.5456655687404925	-3.2739517140940597	-3.0177834481522683	-3.4300509352353385	-3.359377567883014
O00264	-3.352403883495706	-3.2997080190678982	-3.499897152573218	-3.409077251972731	-3.181725531383585	-3.013449804449525	-3.4776184230082823	-3.295854624638878	-3.4847494647575017	-3.278755542824375	-3.1520053736323614	-3.08396510273289	-3.748408164433437	-3.611469370104772	-3.38322274353882	-3.4234169847573126	-3.197437336922469	-2.981368883823202	-3.529923486531246	-3.2921508281737775
O00267	-3.2402062811858308	-3.403770661316044	-3.2641204620746014	-3.3882035283027943	-3.219761216774905	-3.325188947645159	-3.3410246479834633	-3.412393713036055	-3.270606150075496	-3.3696312355058757	-3.2048093642307975	-3.303952204224023	-3.2324455726998687	-3.410634799928234	-3.452380860688314	-3.52030685669951	-3.2318041319927917	-3.2594352933799016	-3.258439041993797	-3.381201498337423
O00268	-3.281372077967536	-3.2445402969385593	-3.4239587732119134	-3.3712270831879945	-3.2322389948291854	-3.3297845965173005	-3.407032988153641	-3.312993294655137	-3.3375560807847826	-3.2913895599339664	-3.302317392797942	-3.35406251440803	-3.2460878738539893	-3.2274158424203456	-3.3534827014333737	-3.468892878395063	-3.3181445318752383	-3.2963590073969393	-3.32630740114393	-3.339823572509698
O00273	-3.438078223345576	-3.271333936310748	-3.302075636996342	-3.212615331951257	-3.4321961142862123	-3.438494081821692	-3.2398781801541077	-3.361486017033283	-3.2816015821451696	-3.2646857856406237	-3.3946196165319207	-3.0628326358256803	-3.296187249992299	-3.331902876776852	-3.4486336698664157	-3.4545225958907806	-3.4399180675531476	-3.2186505891847164	-3.301656960887353	-3.3170952985981144
O00287	-3.3440081466919858	-3.388217608577709	-3.2552779526013813	-3.203485512798933	-3.4613563427889353	-3.321908786555822	-3.3212657106881895	-3.3748668211954875	-3.2164059860329353	-3.352478737569797	-3.661350733150914	-3.203286050031192	-3.5218076096685476	-3.056902178697585	-3.572587837912451	-3.131278166615002	-3.4504865244184457	-3.0934403518800684	-3.325332636337067	-3.3424657402816433
O00299	-3.1634257185522703	-3.2057081330813033	-3.285099258000906	-3.2371853175695775	-3.310774541215362	-3.4033637881622	-3.458957006271061	-3.422016618408918	-3.405482110012252	-3.358968368404037	-3.1899099572427745	-3.2178041593482583	-3.3247630651857225	-3.326459534029226	-3.5609862839557342	-3.66454773677168	-3.1718950088951887	-3.383260959923606	-3.2319918750652703	-3.2294101660448473
O00303	-3.3654384011982383	-3.389465010588391	-3.0086279454362104	-3.2501540164973632	-3.3828027729898005	-3.427171978879026	-3.458749310842152	-3.4323292931298166	-3.199977527988207	-3.3666139570839113	-3.383637738886605	-3.27704617333529	-2.9155600739916117	-3.1278130379387266	-3.904999515156048	-3.903357145001471	-3.41791570507553	-3.2737824373336224	-3.092042381423543	-3.2341194704948766
O00308	-3.384171315651632	-3.423590447902324	-3.2012483860874155	-3.3693725050068104	-3.1379252118844296	-3.2719681954941877	-3.4302660452552525	-3.467952184964478	-3.2505030767483505	-3.3191084540415066	-3.053495211072587	-3.238171837825111	-3.2299886089597187	-3.702777763534439	-3.334913965310654	-3.5205708697356437	-3.1118671264721125	-3.476246493298867	-3.2487099680622995	-3.4232531002391973
O00329	-3.615047053555412	-3.499269243587255	-3.4740008950491683	-3.3466673952695203	-3.473292507830648	-3.2539495706813897	-3.187106962817655	-2.8850890372290308	-3.408088507617814	-3.2185118718881687	-3.4271876029966015	-3.252086584942295	-3.370898607015859	-3.1079368999658894	-3.418714175715459	-3.2473872898825187	-3.508195326814152	-3.2492474285438218	-3.4457710490229787	-3.2408375749693192
O00330	-3.4965746644001148	-3.2910776106959045	-3.325167198002979	-3.287732024824618	-3.420022110249511	-3.2491433197760027	-3.324438067944766	-3.2543845014063058	-3.3113625215323563	-3.2777389161342283	-3.4914453878671385	-3.466149532396712	-3.2771162663493123	-2.9443670816367375	-3.4766022320909418	-3.2863279756658597	-3.524864226517111	-3.231476823150735	-3.3510410356491747	-3.267461431034723
O00400	-3.3575514553421613	-3.237741000333557	-3.313989513582566	-3.153540335202051	-3.4336495957746616	-3.1899538581586704	-3.4961794007406803	-3.3887829422093443	-3.439593119125144	-3.25005268951187	-3.250021573129156	-3.1933831929256433	-3.601075744212536	-3.252185501495214	-3.420524117981124	-3.3028781037729713	-3.5225114524450754	-3.2421528282681105	-3.4109532787020127	-3.098314962219058
O00410	-3.265869000126076	-3.4280126403180597	-3.2173135799311336	-3.3798806262594976	-3.1510406278076317	-3.4206464161544856	-3.292059472798193	-3.435496318921734	-3.24410194484389	-3.4186115624737123	-3.157417732866376	-3.3997393756661456	-3.1176313285253134	-3.4561486205599055	-3.5213750316165298	-3.682461078300771	-3.0511810277769875	-3.320012590896468	-3.208480901414457	-3.42801984627083
O00411	-3.2420048982557668	-3.3680968760511862	-3.2482097032182726	-3.1573139350530415	-3.2593615800736524	-3.4156458338724716	-3.4087474885609104	-3.4421954807084325	-3.3226501518715965	-3.3827743651059095	-3.190416412151581	-3.237926065840892	-3.1199836428860763	-3.5961533855779972	-3.52544484950635	-3.4877113161835416	-3.1728295126068775	-3.503998976407545	-3.200175129931759	-3.280379382404393
O00418	-3.318973041404474	-3.3688561864360747	-3.0953005742505284	-3.5889984924091114	-3.2245438136022515	-3.2835987262439454	-3.3365926374900132	-3.4500913926443433	-3.1973694298572783	-3.415745609749097	-3.3260248054234856	-3.369671884717429	-3.166870009058921	-3.3032201427225596	-3.449621814487181	-3.5766640800144183	-3.1191307375368775	-3.221856882935724	-3.3237295736179946	-3.4205433462048016
O00422	-3.3553636669006477	-3.307792778611672	-3.3495816779748577	-3.4678597229815185	-3.250483085551284	-3.241627545718438	-3.250827294063379	-3.3695057759988765	-3.3090134433858	-3.331805493822289	-3.3357031685928624	-3.350991671860851	-3.31790789739441	-3.187950541145852	-3.4639008064852126	-3.3175919146542445	-3.304804936789101	-3.1796449662390276	-3.3918896168407846	-3.3931997998845107
O00425	-3.209431779907066	-3.1509934427591406	-3.445438019209152	-3.341223671260566	-3.730894642640114	-3.565161636692151	-3.5795160005552047	-3.5665735099347247	-2.986668849801101	-2.8907606491067805	-3.0770770268400085	-3.0035049014266555	-2.8385476896245234	-2.5141123608785443	-4.452174081797375	-4.344926509552273	-3.615974193710329	-3.2152679427426865	-3.7254113164209537	-3.60439701033041
